,Index,ID,Country,Gender,Education,Region,Profession,Work_status,Household_members,Income_level,Location_of_residence,Centre_or_suburbs,Public_transport_service,Car_driving_license,Number_vehicles_in_household,Considering_electric_or_hybrid_vehicle_next_purchase,Know_what_car_sharing_is,Would_subscribe_car_sharing_if_available,Most_frequent_trip_Walk,Most_frequent_trip_Bicycle,Most_frequent_trip_Car_as_Driver,Most_frequent_trip_Car_as_Passenger,Most_frequent_trip_Train,Most_frequent_trip_Underground_or_light_train,Most_frequent_trip_Tram,Most_frequent_trip_Bus,Most_frequent_trip_Motorcycle_or_moped,Destination_most_frequent_trip,Frequency_most_frequent_trip,Transfers_between_modes_during_frequent_trip,Frequent_trip_distance,Concern_environmental_impacts,Preference_tolls_or_traffic_limitation,New_frq_trip_dur,Age,Would_subsribe_car_sharing_if_available_new,Education_DNA,Income_level_DNA,Profession_DNA,Age_DNA,Considering_electric_or_hybrid_vehicle_next_purchase_DNA,Concern_environmental_impacts_DNA,Country_DNA,sha_ind,sha_ind_norm
165,211,216,Great Britain,Male,Upper secondary (high school or similar);,Kent,middle manager,Employed,two,higher middle,Large city (from 250.000 to 1.000.000 inhabitants),in the centre of the city,Well served by public transport,Yes,2,Certainly yes,Yes,Yes and I would give up one car I currently own,Yes,No,No,Yes,No,No,No,Yes,No,"Â…In an urban area, same as where I live",Make this trip every day/ every working day of the week,Two,11-20 KM,8,Probably more acceptable to limit road traffic,30-60 min,21-30,2,0.2069787234042553,0.2489236790606653,0.2343283582089552,0.2346829640947288,0.3650434126085315,0.2356572258533043,0.1321776814734561,0.2368274349576995,0.6683097638616742
166,212,217,Portugal,Female,"Tertiary and higher (University degree, PhD or similar degrees).",Lisboa,unemployed,Not Employed,one  (myself),middle,Small or medium town (less than 250.000 inhabitants),in the suburbs,Relatively served by public transport,Yes,1,Probably yes,No,"Maybe yes, maybe not. I would need to test the service before taking a decision",Yes,No,No,No,Yes,No,No,No,No,"Â…In an urban area, different from where I live",Make this trip 2-3 days per week,Two,11-20 KM,9,Definitely more acceptable to limit road traffic,15-30 min,41-50,1,0.2290959252971137,0.2103583345422892,0.2050105857445307,0.1833333333333333,0.2870708546384222,0.299515106303618,0.2780040733197556,0.2417697447398661,0.6999017363693132
176,224,229,Sweden,Female,Upper secondary (high school or similar);,SmÃ¥land med Ã¶arna,unemployed,Not Employed,two,lower middle,Small or medium town (less than 250.000 inhabitants),in the centre of the city,Well served by public transport,Yes,1,Probably not,No,"No, I would not be interested in this service",Yes,No,Yes,Yes,No,No,No,No,No,"Â…In an urban area, different from where I live",Make this trip once per week or less,Don't know/ No answer,31-50 KM,7,No preferences,30-60 min,41-50,0,0.2069787234042553,0.1964838027022627,0.2050105857445307,0.1833333333333333,0.1444071809035312,0.1982758620689655,0.1263736263736263,0.1801233020757864,0.3058485896271452
178,226,231,Hungary,Female,Upper secondary (high school or similar);,KÃ¶zÃ©p-MagyarorszÃ¡g,office worker,Employed,two,low,Metropolitan area of a big city with more than 1.000.000  inhabitants,in the centre of the city,Well served by public transport,No,1,Probably yes,Yes,"Maybe yes, maybe not. I would need to test the service before taking a decision",No,No,No,No,No,Yes,Yes,Yes,No,"Â…In an urban area, same as where I live",Make this trip every day/ every working day of the week,Three,21-30 KM,8,No preferences,30-60 min,31-40,1,0.2069787234042553,0.1823809523809524,0.1989212513484358,0.2217081850533807,0.2870708546384222,0.2356572258533043,0.191578947368421,0.2177565914353103,0.5464061214735012
185,234,239,Hungary,Male,Primary (elementary school or similar);,Ã‰szak-MagyarorszÃ¡g,student,Not Employed,three,higher middle,Small or medium town (less than 250.000 inhabitants),in the suburbs,Well served by public transport,No,3,Maybe yes maybe not,Yes,"Maybe yes, maybe not. I would need to test the service before taking a decision",Yes,Yes,No,No,No,No,No,Yes,No,"Â…In an urban area, same as where I live",Make this trip every day/ every working day of the week,One,3-5 KM,7,Probably more acceptable to pay for less congestion,less than 15 min,less than 20,1,0.1596180081855388,0.2489236790606653,0.2434696895022178,0.2561094819159335,0.2027115108851518,0.1982758620689655,0.191578947368421,0.2143838827124134,0.5248472702589337
187,236,241,Slovenia,Male,Upper secondary (high school or similar);,Podravska,business owner/entrepreneur,Employed,three,middle,Large city (from 250.000 to 1.000.000 inhabitants),in the suburbs,Well served by public transport,Yes,1,Probably not,Yes,"Maybe yes, maybe not. I would need to test the service before taking a decision",Yes,No,Yes,No,No,No,No,No,No,"Â…In an urban area, same as where I live",Make this trip 2-3 days per week,One,6-10 KM,6,No preferences,15-30 min,41-50,1,0.2069787234042553,0.2103583345422892,0.2460474308300395,0.1833333333333333,0.1444071809035312,0.1392904073587385,0.2700729927007299,0.2000697718675596,0.4333493641759038
188,239,244,Bulgaria,Female,"Tertiary and higher (University degree, PhD or similar degrees).",Yuzhen tsentralen,office worker,Employed,two,lower middle,Large city (from 250.000 to 1.000.000 inhabitants),in the centre of the city,Relatively served by public transport,Yes,0,Probably not,No,"Maybe yes, maybe not. I would need to test the service before taking a decision",Yes,No,No,No,No,No,No,Yes,No,"Â…In an urban area, same as where I live",Make this trip every day/ every working day of the week,Don't know/ No answer,3-5 KM,9,Probably more acceptable to limit road traffic,less than 15 min,21-30,1,0.2290959252971137,0.1964838027022627,0.1989212513484358,0.2346829640947288,0.1444071809035312,0.299515106303618,0.3599585062240664,0.2375806766962509,0.6731245960645822
195,251,256,Latvia,Female,Upper secondary (high school or similar);,Riga,housewife,Not Employed,three,middle,Large city (from 250.000 to 1.000.000 inhabitants),in the suburbs,Well served by public transport,Yes,2,Certainly not,No,"No, I would not be interested in this service",No,No,No,Yes,No,No,Yes,Yes,Yes,"Â…In an urban area, same as where I live",Make this trip 2-3 days per week,Don't know/ No answer,3-5 KM,8,Probably more acceptable to limit road traffic,15-30 min,31-40,0,0.2069787234042553,0.2103583345422892,0.1844135802469135,0.2217081850533807,0.1095890410958904,0.2356572258533043,0.1661272923408845,0.1906903403624169,0.37339465568779
197,254,259,Austria,Female,"Tertiary and higher (University degree, PhD or similar degrees).",Wien,other employed worker,Employed,one  (myself),lower middle,Metropolitan area of a big city with more than 1.000.000  inhabitants,in the centre of the city,Well served by public transport,Yes,0,Maybe yes maybe not,Yes,"Maybe yes, maybe not. I would need to test the service before taking a decision",No,No,No,No,No,Yes,Yes,No,No,"Â…In an urban area, same as where I live",Make this trip every day/ every working day of the week,One,3-5 KM,10,Definitely more acceptable to limit road traffic,15-30 min,31-40,1,0.2290959252971137,0.1964838027022627,0.1921047488762947,0.2217081850533807,0.2027115108851518,0.3167848699763593,0.2145833333333333,0.2247817680176995,0.5913120855336611
202,259,264,Austria,Male,Upper secondary (high school or similar);,Wien,company director/CEO,Employed,three,higher middle,Metropolitan area of a big city with more than 1.000.000  inhabitants,in the suburbs,Relatively served by public transport,Yes,2,Probably yes,Yes,"Maybe yes, maybe not. I would need to test the service before taking a decision",Yes,No,No,No,Yes,Yes,Yes,Yes,No,"Â…In an urban area, same as where I live",Make this trip every day/ every working day of the week,Three,11-20 KM,7,Probably more acceptable to limit road traffic,30-60 min,21-30,1,0.2069787234042553,0.2489236790606653,0.2266009852216748,0.2346829640947288,0.2870708546384222,0.1982758620689655,0.2145833333333333,0.2310166288317207,0.631166234728487
208,265,270,Finland,Male,Lower secondary (upper elementary school or similar);,Pohjois- ja ItÃ¤-Suomi,retired,Not Employed,two,low,Small or medium town (less than 250.000 inhabitants),in the centre of the city,Well served by public transport,Yes,1,Don't know/no answer,No,"No, I would not be interested in this service",Yes,Yes,Yes,No,No,No,No,No,No,Â…It is outside an urban area,Make this trip 2-3 days per week,Don't know/ No answer,11-20 KM,7,Probably more acceptable to pay for less congestion,15-30 min,more than 60,0,0.178237650200267,0.1823809523809524,0.1685082872928177,0.2575757575757575,0.0925449871465295,0.1982758620689655,0.1876355748373102,0.1807370102146571,0.3097715024969283
209,266,271,Austria,Male,Upper secondary (high school or similar);,Steiermark,business owner/entrepreneur,Employed,two,middle,Small or medium town (less than 250.000 inhabitants),in the centre of the city,Well served by public transport,Yes,1,Maybe yes maybe not,Yes,"No, I would not be interested in this service",Yes,Yes,Yes,No,No,No,No,No,No,"Â…In an urban area, same as where I live",Make this trip every day/ every working day of the week,One,3-5 KM,8,Probably more acceptable to pay for less congestion,15-30 min,31-40,0,0.2069787234042553,0.2103583345422892,0.2460474308300395,0.2217081850533807,0.2027115108851518,0.2356572258533043,0.2145833333333333,0.2197206777002506,0.5589608503390453
210,267,272,Finland,Female,Upper secondary (high school or similar);,LÃ¤nsi-Suomi,retired,Not Employed,one  (myself),middle,Small or medium town (less than 250.000 inhabitants),in the centre of the city,Not served by public transport,Yes,0,Certainly yes,Yes,"Yes, instead of purchasing a new car",Yes,Yes,No,No,No,No,No,No,No,"Â…In an urban area, same as where I live",Make this trip every day/ every working day of the week,Don't know/ No answer,less than 3 KM,9,Probably more acceptable to limit road traffic,less than 15 min,41-50,2,0.2069787234042553,0.2103583345422892,0.1685082872928177,0.1833333333333333,0.3650434126085315,0.299515106303618,0.1876355748373102,0.2316246817603079,0.6350529986606934
211,268,273,Austria,Female,"Tertiary and higher (University degree, PhD or similar degrees).",Wien,student,Not Employed,two,low,Metropolitan area of a big city with more than 1.000.000  inhabitants,in the suburbs,Well served by public transport,Yes,1,Probably yes,Yes,"Maybe yes, maybe not. I would need to test the service before taking a decision",Yes,No,No,No,Yes,No,No,Yes,No,Â…It is outside an urban area,Make this trip every day/ every working day of the week,One,31-50 KM,8,Probably more acceptable to limit road traffic,30-60 min,21-30,1,0.2290959252971137,0.1823809523809524,0.2434696895022178,0.2346829640947288,0.2870708546384222,0.2356572258533043,0.2145833333333333,0.232420135014296,0.6401376530912555
212,269,274,Finland,Female,Lower secondary (upper elementary school or similar);,EtelÃ¤-Suomi,retired,Not Employed,one  (myself),low,Small or medium town (less than 250.000 inhabitants),in the suburbs,Well served by public transport,No,0,Probably not,Yes,"Maybe yes, maybe not. I would need to test the service before taking a decision",Yes,Yes,No,Yes,Yes,No,Yes,No,No,Â…It is outside an urban area,Make this trip once per week or less,One,more than 50 KM,5,Probably more acceptable to limit road traffic,more than 120 min,21-30,1,0.178237650200267,0.1823809523809524,0.1685082872928177,0.2346829640947288,0.1444071809035312,0.1648418491484184,0.1876355748373102,0.1800992084082893,0.3056945793536649
213,270,275,Portugal,Female,Upper secondary (high school or similar);,Lisboa,student,Not Employed,two,low,Small or medium town (less than 250.000 inhabitants),in the centre of the city,Well served by public transport,No,2,Probably not,Yes,"Maybe yes, maybe not. I would need to test the service before taking a decision",Yes,No,No,No,No,No,No,Yes,Yes,"Â…In an urban area, same as where I live",Make this trip 2-3 days per week,Two,less than 3 KM,4,No preferences,less than 15 min,less than 20,1,0.2069787234042553,0.1823809523809524,0.2434696895022178,0.2561094819159335,0.1444071809035312,0.1632140615191462,0.2780040733197556,0.2106520232779702,0.5009926747658082
222,279,284,Croatia,Male,Upper secondary (high school or similar);,Vukovarsko-srijemska zupanija,other employed worker,Employed,three,lower middle,Small or medium town (less than 250.000 inhabitants),in the centre of the city,Not served by public transport,No,3,Probably yes,Yes,Yes without any influence on my car ownership,No,No,Yes,Yes,No,No,No,No,Yes,Â…It is outside an urban area,Make this trip every day/ every working day of the week,One,31-50 KM,8,Definitely more acceptable to pay for less congestion,60-90 min,31-40,2,0.2069787234042553,0.1964838027022627,0.1921047488762947,0.2217081850533807,0.2870708546384222,0.2356572258533043,0.2760416666666667,0.2308636010277981,0.6301880584531201
226,283,288,Finland,Male,"Tertiary and higher (University degree, PhD or similar degrees).",EtelÃ¤-Suomi,unemployed,Not Employed,three,lower middle,Metropolitan area of a big city with more than 1.000.000  inhabitants,in the suburbs,Relatively served by public transport,Yes,1,Maybe yes maybe not,No,"Maybe yes, maybe not. I would need to test the service before taking a decision",Yes,No,Yes,No,No,No,No,Yes,No,"Â…In an urban area, same as where I live",Make this trip 2-3 days per week,One,6-10 KM,7,Probably more acceptable to pay for less congestion,30-60 min,51-60,1,0.2290959252971137,0.1964838027022627,0.2050105857445307,0.1924233313289236,0.2027115108851518,0.1982758620689655,0.1876355748373102,0.2016623704091797,0.4435294887654464
227,284,289,Portugal,Female,"Tertiary and higher (University degree, PhD or similar degrees).",Lisboa,other employed worker,Employed,two,middle,Metropolitan area of a big city with more than 1.000.000  inhabitants,in the suburbs,Relatively served by public transport,Yes,2,Maybe yes maybe not,Yes,"Maybe yes, maybe not. I would need to test the service before taking a decision",No,No,Yes,No,No,No,No,Yes,No,"Â…In an urban area, different from where I live",Make this trip every day/ every working day of the week,One,21-30 KM,7,No preferences,30-60 min,31-40,1,0.2290959252971137,0.2103583345422892,0.1921047488762947,0.2217081850533807,0.2027115108851518,0.1982758620689655,0.2780040733197556,0.2188940914347073,0.5536771891103498
238,296,301,Portugal,Female,"Tertiary and higher (University degree, PhD or similar degrees).",Lisboa,other employed worker,Employed,one  (myself),middle,Metropolitan area of a big city with more than 1.000.000  inhabitants,in the centre of the city,Well served by public transport,Yes,1,Maybe yes maybe not,Yes,"Maybe yes, maybe not. I would need to test the service before taking a decision",No,No,Yes,Yes,No,No,No,Yes,No,"Â…In an urban area, same as where I live",Make this trip every day/ every working day of the week,One,11-20 KM,4,No preferences,less than 15 min,31-40,1,0.2290959252971137,0.2103583345422892,0.1921047488762947,0.2217081850533807,0.2027115108851518,0.1632140615191462,0.2780040733197556,0.2138852627847331,0.5216600181963706
241,299,304,Croatia,Male,Upper secondary (high school or similar);,Vukovarsko-srijemska zupanija,unemployed,Not Employed,two,lower middle,Small or medium town (less than 250.000 inhabitants),in the suburbs,Not served by public transport,Yes,1,Certainly yes,No,"Maybe yes, maybe not. I would need to test the service before taking a decision",Yes,Yes,Yes,No,No,No,No,Yes,No,"Â…In an urban area, same as where I live",Make this trip 2-3 days per week,One,6-10 KM,10,Probably more acceptable to limit road traffic,15-30 min,51-60,1,0.2069787234042553,0.1964838027022627,0.2050105857445307,0.1924233313289236,0.3650434126085315,0.3167848699763593,0.2760416666666667,0.2512523417759328,0.7605158941352621
